predictor,window_months,horizon,benchmark,window_type,R2_oos_raw,cw_stat,cw_p_raw,beta_avg,cw_q_h,cw_q_global_bench
log_slope_quad,120,6m,expanding,expanding,5.348,2.6636198812693452,0.0038652430705428046,0.03455,0.07006514900082683,0.12011168400141742
log_slope_quad,120,12m,expanding,expanding,11.678,2.6394808177614584,0.004151656106024986,0.115309,0.04981987327229983,0.12011168400141742
skew_curve_quad,48,1m,expanding,expanding,-1.629,-0.4662616576025722,0.6794858898761539,0.002765,0.9992938016691973,0.9955887395331636
skew_curve_quad,48,3m,expanding,expanding,-3.342,-0.27806774770370113,0.6095198233296826,0.007078,0.9826253444871588,0.9955887395331636
skew_curve_quad,48,6m,expanding,expanding,-3.191,-0.13763305722170924,0.5547347858699407,0.010148,0.8449110364940271,0.9955887395331636
skew_curve_quad,48,12m,expanding,expanding,-1.374,0.12297649854674687,0.45106285406527774,0.012276,0.6794144357236174,0.9955887395331636
skew_curve_quad,60,1m,expanding,expanding,-2.644,-1.3366260868438988,0.9093276402941193,0.002475,0.9992938016691973,0.9955887395331636
skew_curve_quad,60,3m,expanding,expanding,-6.731,-1.5437661706861383,0.9386775052734088,0.006282,0.9826253444871588,0.9955887395331636
skew_curve_quad,60,6m,expanding,expanding,-7.05,-0.9263567815736765,0.8228697018609549,0.008913,0.896821000599977,0.9955887395331636
skew_curve_quad,60,12m,expanding,expanding,-4.012,-0.4195033588695161,0.6625758497717258,0.010774,0.7985107001872755,0.9955887395331636
skew_curve_quad,72,1m,expanding,expanding,-2.099,-0.8138425993954626,0.7921324362666149,0.00214,0.9992938016691973,0.9955887395331636
skew_curve_quad,72,3m,expanding,expanding,-4.984,-0.8450205270227571,0.8009503108620784,0.005324,0.9826253444871588,0.9955887395331636
skew_curve_quad,72,6m,expanding,expanding,-4.488,-0.3088124368049311,0.6212678959767616,0.007521,0.8449110364940271,0.9955887395331636
skew_curve_quad,72,12m,expanding,expanding,-2.705,-0.13125267492515663,0.5522122861158287,0.008933,0.7505208650141028,0.9955887395331636
skew_curve_quad,120,1m,expanding,expanding,-0.733,-0.03912970798141178,0.5156065122215867,0.001242,0.9992938016691973,0.9955887395331636
skew_curve_quad,120,3m,expanding,expanding,-0.837,0.3540688357189979,0.36164364833606655,0.003003,0.9826253444871588,0.9955887395331636
skew_curve_quad,120,6m,expanding,expanding,1.059,0.7630944894307505,0.22270352310363403,0.004597,0.6958960563627625,0.9955887395331636
skew_curve_quad,120,12m,expanding,expanding,3.427,0.9923209723795674,0.16052048793829227,0.005533,0.6538043588823211,0.9955887395331636
skew_ratio_80_100,48,1m,expanding,expanding,-2.147,-1.7726738002487428,0.9618586125446209,0.007632,0.9992938016691973,0.9955887395331636
skew_ratio_80_100,48,3m,expanding,expanding,-5.909,-1.9362650394793377,0.9735823758537139,0.015621,0.9826253444871588,0.9955887395331636
skew_ratio_80_100,48,6m,expanding,expanding,-6.064,-1.585269243204138,0.9435474130022375,0.015936,0.9467688680434545,0.9955887395331636
skew_ratio_80_100,48,12m,expanding,expanding,-3.108,-1.180051840059922,0.8810102013055168,-3.79e-4,0.9094298852185979,0.9955887395331636
skew_ratio_80_100,60,1m,expanding,expanding,-1.366,-1.9451482587318114,0.9741214314497373,0.006201,0.9992938016691973,0.9955887395331636
skew_ratio_80_100,60,3m,expanding,expanding,-3.027,-1.947432694997606,0.9742585592479872,0.011707,0.9826253444871588,0.9955887395331636
skew_ratio_80_100,60,6m,expanding,expanding,-2.513,-1.3516624878182726,0.9117583447790222,0.010632,0.9414686265451025,0.9955887395331636
skew_ratio_80_100,60,12m,expanding,expanding,-0.847,-0.4829961812807865,0.6854507761689534,-0.005214,0.7985107001872755,0.9955887395331636
skew_ratio_80_100,72,1m,expanding,expanding,-1.012,-1.3344285977271473,0.9089682835323303,0.005123,0.9992938016691973,0.9955887395331636
skew_ratio_80_100,72,3m,expanding,expanding,-1.782,-1.0982853440173364,0.8639600452042699,0.008696,0.9826253444871588,0.9955887395331636
skew_ratio_80_100,72,6m,expanding,expanding,-1.244,-0.640433845547781,0.7390547075417178,0.006904,0.8868656490500613,0.9955887395331636
skew_ratio_80_100,72,12m,expanding,expanding,-0.553,-0.15794525023293216,0.5627500294894116,-0.00805,0.7505208650141028,0.9955887395331636
skew_ratio_80_100,120,1m,expanding,expanding,-0.638,-0.9994036687847344,0.8412004083486185,0.002123,0.9992938016691973,0.9955887395331636
skew_ratio_80_100,120,3m,expanding,expanding,-0.926,-0.41654323356159473,0.6614937309094671,0.003018,0.9826253444871588,0.9955887395331636
skew_ratio_80_100,120,6m,expanding,expanding,-0.658,-0.10507459386451783,0.5418416905769724,0.003565,0.8449110364940271,0.9955887395331636
skew_ratio_80_100,120,12m,expanding,expanding,-0.817,-0.2639665880671819,0.6040971676387209,-0.006673,0.7630701064910158,0.9955887395331636
skew_ratio_80_110,48,1m,expanding,expanding,-1.706,-1.5087855356186441,0.9343232008409836,0.007309,0.9992938016691973,0.9955887395331636
skew_ratio_80_110,48,3m,expanding,expanding,-4.113,-1.569505296991576,0.9417348769063397,0.013943,0.9826253444871588,0.9955887395331636
skew_ratio_80_110,48,6m,expanding,expanding,-1.532,-0.4368444060418712,0.6688879038911049,-0.031312,0.8449110364940271,0.9955887395331636
skew_ratio_80_110,48,12m,expanding,expanding,2.177,1.206602388048768,0.11379265332596808,-0.163906,0.5749523536469966,0.9955887395331636
skew_ratio_80_110,60,1m,expanding,expanding,-0.815,-1.8492301202240111,0.9677877043914193,0.006281,0.9992938016691973,0.9955887395331636
skew_ratio_80_110,60,3m,expanding,expanding,-1.121,-1.331294849395739,0.9084539938379252,0.011496,0.9826253444871588,0.9955887395331636
skew_ratio_80_110,60,6m,expanding,expanding,-0.061,0.44060183618565446,0.32975063665177434,-0.034039,0.7720990516724472,0.9955887395331636
skew_ratio_80_110,60,12m,expanding,expanding,-1.285,0.8009171439220822,0.21158980721986034,-0.164943,0.6538043588823211,0.9955887395331636
skew_ratio_80_110,72,1m,expanding,expanding,-0.599,-1.2295862265592783,0.8905739548153563,0.005684,0.9992938016691973,0.9955887395331636
skew_ratio_80_110,72,3m,expanding,expanding,-0.633,-0.6444263566394068,0.7403505010284303,0.010163,0.9826253444871588,0.9955887395331636
skew_ratio_80_110,72,6m,expanding,expanding,-0.374,0.2998534315613544,0.38214447845645927,-0.035308,0.7984416530860847,0.9955887395331636
skew_ratio_80_110,72,12m,expanding,expanding,-2.563,0.6704443121609837,0.2512872973902833,-0.163517,0.6538043588823211,0.9955887395331636
skew_ratio_80_110,120,1m,expanding,expanding,-0.396,-0.6990033349957995,0.7577250266742795,0.004883,0.9992938016691973,0.9955887395331636
skew_ratio_80_110,120,3m,expanding,expanding,-0.416,-0.36901728537620787,0.6439425796105638,0.007797,0.9826253444871588,0.9955887395331636
skew_ratio_80_110,120,6m,expanding,expanding,-1.774,-0.39026572820022276,0.6518299685162051,-0.031282,0.8449110364940271,0.9955887395331636
skew_ratio_80_110,120,12m,expanding,expanding,-11.709,-0.42379025736804643,0.6641406080113196,-0.138882,0.7985107001872755,0.9955887395331636
skew_ratio_80_120,48,1m,expanding,expanding,-1.535,-1.6531621368572182,0.9508510649714871,0.003973,0.9992938016691973,0.9955887395331636
skew_ratio_80_120,48,3m,expanding,expanding,-2.882,-1.5075835678860177,0.9341694295319461,-3.37e-4,0.9826253444871588,0.9955887395331636
skew_ratio_80_120,48,6m,expanding,expanding,2.056,1.7408172844136085,0.040857805622560896,-0.05548,0.32686244498048717,0.6275758943625354
skew_ratio_80_120,48,12m,expanding,expanding,12.597,3.1303321594344116,8.730437336364417e-4,-0.230987,0.01676243968581968,0.05587479895273227
skew_ratio_80_120,60,1m,expanding,expanding,-0.664,-2.445320554868905,0.9927638276369046,0.002766,0.9992938016691973,0.9992938016691973
skew_ratio_80_120,60,3m,expanding,expanding,-0.441,-0.9625605597310657,0.8321159508943768,-0.003203,0.9826253444871588,0.9955887395331636
skew_ratio_80_120,60,6m,expanding,expanding,3.713,2.3945201424430853,0.00832106466784627,-0.0589,0.1053254057194102,0.17751604624738707
skew_ratio_80_120,60,12m,expanding,expanding,10.726,2.775048306453626,0.0027596754547139116,-0.233733,0.044154807275422585,0.11774615273446022
skew_ratio_80_120,72,1m,expanding,expanding,-0.421,-2.0122106407412135,0.9779011313551622,0.002037,0.9992938016691973,0.9955887395331636
skew_ratio_80_120,72,3m,expanding,expanding,-0.066,-0.03563189091274374,0.5142120604051788,-0.004724,0.9826253444871588,0.9955887395331636
skew_ratio_80_120,72,6m,expanding,expanding,3.679,2.150855660178216,0.015743797108989308,-0.060917,0.15114045224629735,0.28788657570723303
skew_ratio_80_120,72,12m,expanding,expanding,9.824,2.503522279484455,0.006148196913280514,-0.233671,0.05902269036749293,0.1475567259187323
skew_ratio_80_120,120,1m,expanding,expanding,-0.281,-1.6107387357753953,0.9463816604410634,2.73e-4,0.9992938016691973,0.9955887395331636
skew_ratio_80_120,120,3m,expanding,expanding,0.056,0.31173262889471637,0.37762186423031197,-0.008625,0.9826253444871588,0.9955887395331636
skew_ratio_80_120,120,6m,expanding,expanding,3.469,1.7457966357077301,0.040423147892393076,-0.06279,0.32686244498048717,0.6275758943625354
skew_ratio_80_120,120,12m,expanding,expanding,4.438,1.516811014234565,0.06465720269816785,-0.21998500000000001,0.44336367564457957,0.8867273512891591
skew_ratio_90_100,48,1m,expanding,expanding,-2.586,-1.4167220624736565,0.9217178979931032,0.008702,0.9992938016691973,0.9955887395331636
skew_ratio_90_100,48,3m,expanding,expanding,-7.75,-1.4751258842064816,0.9299106486654211,0.019461,0.9826253444871588,0.9955887395331636
skew_ratio_90_100,48,6m,expanding,expanding,-8.999,-1.1909326208630846,0.8831599814019133,0.031884,0.9414686265451025,0.9955887395331636
skew_ratio_90_100,48,12m,expanding,expanding,-5.454,-0.6252603473333712,0.7340998998328552,0.065334,0.8303929831355872,0.9955887395331636
skew_ratio_90_100,60,1m,expanding,expanding,-0.931,-1.3975954486837132,0.9188827070658853,0.006473,0.9992938016691973,0.9955887395331636
skew_ratio_90_100,60,3m,expanding,expanding,-1.836,-0.8871448441499625,0.8124995384272682,0.013357,0.9826253444871588,0.9955887395331636
skew_ratio_90_100,60,6m,expanding,expanding,-1.508,-0.18963127538607608,0.5752009611719299,0.024041,0.8449110364940271,0.9955887395331636
skew_ratio_90_100,60,12m,expanding,expanding,-0.748,0.5499059315309665,0.291191947826253,0.061792,0.6538043588823211,0.9955887395331636
skew_ratio_90_100,72,1m,expanding,expanding,-0.759,-1.0454328917825706,0.8520885292740323,0.005347,0.9992938016691973,0.9955887395331636
skew_ratio_90_100,72,3m,expanding,expanding,-1.107,-0.3218194358031256,0.6262052553361318,0.009987,0.9826253444871588,0.9955887395331636
skew_ratio_90_100,72,6m,expanding,expanding,-1.045,0.11328467221469933,0.4549024344050397,0.020525,0.8449110364940271,0.9955887395331636
skew_ratio_90_100,72,12m,expanding,expanding,-0.778,0.5624475159590594,0.28690557644376885,0.061794,0.6538043588823211,0.9955887395331636
skew_ratio_90_100,120,1m,expanding,expanding,-0.667,-1.0503168409629975,0.8532137675873965,0.001932,0.9992938016691973,0.9955887395331636
skew_ratio_90_100,120,3m,expanding,expanding,-0.867,-0.1918039916464234,0.5760521279310473,0.004436,0.9826253444871588,0.9955887395331636
skew_ratio_90_100,120,6m,expanding,expanding,-1.482,-0.04236144904092067,0.5168947200227604,0.017842,0.8449110364940271,0.9955887395331636
skew_ratio_90_100,120,12m,expanding,expanding,-2.464,0.08256824843031131,0.46709742455998693,0.050718,0.6794144357236174,0.9955887395331636
skew_ratio_90_110,48,1m,expanding,expanding,-1.573,-1.197297856935007,0.8844047602776725,0.006486,0.9992938016691973,0.9955887395331636
skew_ratio_90_110,48,3m,expanding,expanding,-3.718,-1.2426701014767234,0.8930052870788118,0.013587,0.9826253444871588,0.9955887395331636
skew_ratio_90_110,48,6m,expanding,expanding,0.669,0.9457359504954123,0.17214164055789966,-0.090716,0.6958960563627625,0.9955887395331636
skew_ratio_90_110,48,12m,expanding,expanding,6.367,1.276929164609363,0.10081362828521304,-0.33518,0.5376726841878028,0.9955887395331636
skew_ratio_90_110,60,1m,expanding,expanding,-0.354,-1.25178694070211,0.8946762449988626,0.005552,0.9992938016691973,0.9955887395331636
skew_ratio_90_110,60,3m,expanding,expanding,-0.172,-0.3044374234556092,0.6196026699076872,0.011896,0.9826253444871588,0.9955887395331636
skew_ratio_90_110,60,6m,expanding,expanding,0.305,0.733918796341838,0.2314991152819038,-0.092432,0.6958960563627625,0.9955887395331636
skew_ratio_90_110,60,12m,expanding,expanding,-1.906,0.5806451544845083,0.2807398164550532,-0.332098,0.6538043588823211,0.9955887395331636
skew_ratio_90_110,72,1m,expanding,expanding,-0.334,-1.0528483250811773,0.8537947436457243,0.005645,0.9992938016691973,0.9955887395331636
skew_ratio_90_110,72,3m,expanding,expanding,-0.171,-0.24740033128610867,0.5977007910877326,0.012769,0.9826253444871588,0.9955887395331636
skew_ratio_90_110,72,6m,expanding,expanding,0.485,0.7830355112302905,0.216803129509047,-0.091401,0.6958960563627625,0.9955887395331636
skew_ratio_90_110,72,12m,expanding,expanding,-0.451,0.7766563557859555,0.21868077139866138,-0.326457,0.6538043588823211,0.9955887395331636
skew_ratio_90_110,120,1m,expanding,expanding,-0.34,-0.8794908408242433,0.8104324014513837,0.006973,0.9992938016691973,0.9955887395331636
skew_ratio_90_110,120,3m,expanding,expanding,-0.264,-0.34979476747299554,0.6367536368855395,0.014745,0.9826253444871588,0.9955887395331636
skew_ratio_90_110,120,6m,expanding,expanding,0.708,0.6799982309089911,0.24825279053557392,-0.085455,0.6958960563627625,0.9955887395331636
skew_ratio_90_110,120,12m,expanding,expanding,1.983,0.8102947208925312,0.2088854043634117,-0.30563,0.6538043588823211,0.9955887395331636
skew_ratio_90_120,48,1m,expanding,expanding,-1.42,-1.4194813778398117,0.9221206388883649,-0.002354,0.9992938016691973,0.9955887395331636
skew_ratio_90_120,48,3m,expanding,expanding,-1.65,-0.7149918381838618,0.7626929566971772,-0.018366,0.9826253444871588,0.9955887395331636
skew_ratio_90_120,48,6m,expanding,expanding,4.904,2.724059677360495,0.00322424266669184,-0.113461,0.07006514900082683,0.12011168400141742
skew_ratio_90_120,48,12m,expanding,expanding,14.107,2.650204583869573,0.004022152150384157,-0.379333,0.04981987327229983,0.12011168400141742
skew_ratio_90_120,60,1m,expanding,expanding,-0.461,-1.3946907554375572,0.9184454430848281,-0.00358,0.9992938016691973,0.9955887395331636
skew_ratio_90_120,60,3m,expanding,expanding,0.204,0.6146155391712387,0.26940432491020033,-0.020646,0.9826253444871588,0.9955887395331636
skew_ratio_90_120,60,6m,expanding,expanding,4.199,2.3685977411578834,0.008927830874959101,-0.114794,0.1053254057194102,0.18043616084127867
skew_ratio_90_120,60,12m,expanding,expanding,6.592,2.464047732555237,0.006868890755187802,-0.374976,0.05994668295436627,0.15515612058777153
skew_ratio_90_120,72,1m,expanding,expanding,-0.48,-1.2831916022865761,0.9002875213227622,-0.003811,0.9992938016691973,0.9955887395331636
skew_ratio_90_120,72,3m,expanding,expanding,0.046,0.44914139444749607,0.3266648305102656,-0.020231,0.9826253444871588,0.9955887395331636
skew_ratio_90_120,72,6m,expanding,expanding,4.699,2.331091914171961,0.009874256786194706,-0.113664,0.1053254057194102,0.18958573029493836
skew_ratio_90_120,72,12m,expanding,expanding,7.685,2.505762857513309,0.006109376953875808,-0.367145,0.05902269036749293,0.1475567259187323
skew_ratio_90_120,120,1m,expanding,expanding,-0.528,-1.1450983943860042,0.8739157997298077,-0.005068,0.9992938016691973,0.9955887395331636
skew_ratio_90_120,120,3m,expanding,expanding,0.49,0.7544614587897522,0.225286089833305,-0.021981,0.9826253444871588,0.9955887395331636
skew_ratio_90_120,120,6m,expanding,expanding,7.401,2.621353340508083,0.004379071812551677,-0.110104,0.07006514900082683,0.12011168400141742
skew_ratio_90_120,120,12m,expanding,expanding,17.52,3.2946119169133192,4.92788446955244e-4,-0.335064,0.011999258289630665,0.03839762652681813
skew_slope_quad,48,1m,expanding,expanding,-1.368,-1.3836867047062231,0.9167727968440901,1.71e-4,0.9992938016691973,0.9955887395331636
skew_slope_quad,48,3m,expanding,expanding,-1.566,-0.7834058141360816,0.7833055785026827,-0.012657,0.9826253444871588,0.9955887395331636
skew_slope_quad,48,6m,expanding,expanding,-2.84,-0.8860468273512221,0.8122038529568534,-0.018099,0.896821000599977,0.9955887395331636
skew_slope_quad,48,12m,expanding,expanding,-7.463,-0.80028909151937,0.7882283391030581,0.160799,0.8697692017688917,0.9955887395331636
skew_slope_quad,60,1m,expanding,expanding,-1.162,-1.1107204389414624,0.8666556491448645,-7.66e-4,0.9992938016691973,0.9955887395331636
skew_slope_quad,60,3m,expanding,expanding,0.038,0.28348359899417164,0.38840307617323744,-0.015328,0.9826253444871588,0.9955887395331636
skew_slope_quad,60,6m,expanding,expanding,-0.812,-0.12901067212097087,0.5513253978648033,-0.021796,0.8449110364940271,0.9955887395331636
skew_slope_quad,60,12m,expanding,expanding,-2.775,-0.019070855056177144,0.5076077092516996,0.154848,0.7166226483553407,0.9955887395331636
skew_slope_quad,72,1m,expanding,expanding,-1.263,-1.0811060936034762,0.8601750384322815,-0.001196,0.9992938016691973,0.9955887395331636
skew_slope_quad,72,3m,expanding,expanding,0.08,0.3095124967775249,0.37846585375103103,-0.016501,0.9826253444871588,0.9955887395331636
skew_slope_quad,72,6m,expanding,expanding,-0.943,-0.12917724717259957,0.5513913002614541,-0.021503,0.8449110364940271,0.9955887395331636
skew_slope_quad,72,12m,expanding,expanding,-2.248,0.10136933346614685,0.45962863969916457,0.153227,0.6794144357236174,0.9955887395331636
skew_slope_quad,120,1m,expanding,expanding,-1.357,-0.9583778790443126,0.8310638771582753,-0.003317,0.9992938016691973,0.9955887395331636
skew_slope_quad,120,3m,expanding,expanding,0.272,0.38911633332534046,0.3485950457591763,-0.019169,0.9826253444871588,0.9955887395331636
skew_slope_quad,120,6m,expanding,expanding,-0.883,-0.08911748279465441,0.5355057282922814,-0.017956,0.8449110364940271,0.9955887395331636
skew_slope_quad,120,12m,expanding,expanding,-8.654,-1.1381681693970755,0.8724748663597762,0.136134,0.9094298852185979,0.9955887395331636
vix_ann,48,1m,expanding,expanding,-6.326,-1.0578462578918668,0.8549372301387889,-0.022909,0.9992938016691973,0.9955887395331636
vix_ann,48,3m,expanding,expanding,-17.115,-1.2954673707174233,0.9024204748171738,-0.018317,0.9826253444871588,0.9955887395331636
vix_ann,48,6m,expanding,expanding,-7.205,-0.5509896533059901,0.7091796163248484,0.14408,0.8841719891842266,0.9955887395331636
vix_ann,48,12m,expanding,expanding,-0.04,0.3790858978115128,0.35231203903345015,0.274372,0.6538043588823211,0.9955887395331636
vix_ann,60,1m,expanding,expanding,-1.82,-1.1414421255734248,0.8731570085224389,-0.018166,0.9992938016691973,0.9955887395331636
vix_ann,60,3m,expanding,expanding,-1.218,-0.8833067468182861,0.8114647202504078,-0.006536,0.9826253444871588,0.9955887395331636
vix_ann,60,6m,expanding,expanding,2.673,0.8730471258340208,0.1913186958752476,0.156683,0.6958960563627625,0.9955887395331636
vix_ann,60,12m,expanding,expanding,1.881,0.6148828036109221,0.26931606007621733,0.281925,0.6538043588823211,0.9955887395331636
vix_ann,72,1m,expanding,expanding,-1.719,-0.9901483470019492,0.8389491924027913,-0.01563,0.9992938016691973,0.9955887395331636
vix_ann,72,3m,expanding,expanding,-0.582,-0.3033226964136414,0.619178024399324,-8.17e-4,0.9826253444871588,0.9955887395331636
vix_ann,72,6m,expanding,expanding,2.167,0.7065188980308302,0.2399327523267313,0.159774,0.6958960563627625,0.9955887395331636
vix_ann,72,12m,expanding,expanding,0.556,0.4025576538681414,0.3436368335173793,0.277504,0.6538043588823211,0.9955887395331636
vix_ann,120,1m,expanding,expanding,-1.497,-0.8737391858029899,0.8088698471576314,-0.008371,0.9992938016691973,0.9955887395331636
vix_ann,120,3m,expanding,expanding,-0.211,0.01715419554116086,0.49315680173458426,0.011897,0.9826253444871588,0.9955887395331636
vix_ann,120,6m,expanding,expanding,3.527,0.8172430366673678,0.20689477631945444,0.154082,0.6958960563627625,0.9955887395331636
vix_ann,120,12m,expanding,expanding,4.247,0.7263467615818064,0.23381310974929992,0.258097,0.6538043588823211,0.9955887395331636
wing_curve,48,1m,expanding,expanding,-1.771,-0.7713309453959183,0.7797446027574424,0.002318,0.9992938016691973,0.9955887395331636
wing_curve,48,3m,expanding,expanding,-4.2,-0.7154908485606856,0.762847103168498,0.006013,0.9826253444871588,0.9955887395331636
wing_curve,48,6m,expanding,expanding,-4.774,-0.43573572717086373,0.6684857594648581,0.009739,0.8449110364940271,0.9955887395331636
wing_curve,48,12m,expanding,expanding,-3.375,0.18957400263627622,0.4248214803258906,0.016133,0.6794144357236174,0.9955887395331636
wing_curve,60,1m,expanding,expanding,-2.451,-1.37997312123892,0.9162025395690231,0.002064,0.9992938016691973,0.9955887395331636
wing_curve,60,3m,expanding,expanding,-6.723,-1.7595559197750523,0.9607584344920306,0.0053,0.9826253444871588,0.9955887395331636
wing_curve,60,6m,expanding,expanding,-7.518,-0.9107296010471547,0.8187810683104801,0.008619,0.896821000599977,0.9955887395331636
wing_curve,60,12m,expanding,expanding,-5.696,-0.1422555015744881,0.5565609032069325,0.014824,0.7505208650141028,0.9955887395331636
wing_curve,72,1m,expanding,expanding,-1.981,-0.9037076642169097,0.8169247829714024,0.001792,0.9992938016691973,0.9955887395331636
wing_curve,72,3m,expanding,expanding,-5.171,-1.0559121545878014,0.854495824730625,0.004494,0.9826253444871588,0.9955887395331636
wing_curve,72,6m,expanding,expanding,-5.496,-0.34886823601530187,0.6364058836326919,0.007435,0.8449110364940271,0.9955887395331636
wing_curve,72,12m,expanding,expanding,-5.073,0.02701342820084211,0.489224511892419,0.013186,0.7009784050995854,0.9955887395331636
wing_curve,120,1m,expanding,expanding,-0.894,-0.3740687105594865,0.645823401522821,9.95e-4,0.9992938016691973,0.9955887395331636
wing_curve,120,3m,expanding,expanding,-1.603,-0.0027488545286217633,0.5010966329130768,0.002514,0.9826253444871588,0.9955887395331636
wing_curve,120,6m,expanding,expanding,-0.632,0.5341450164296264,0.2966206033278792,0.004638,0.7301430235763181,0.9955887395331636
wing_curve,120,12m,expanding,expanding,1.985,0.9334540339230646,0.17529279646104856,0.008095,0.6538043588823211,0.9955887395331636
wing_slope,48,1m,expanding,expanding,-1.09,-1.5427933449448803,0.9385595376407074,-0.0028,0.9992938016691973,0.9955887395331636
wing_slope,48,3m,expanding,expanding,-1.393,-0.9013101613991247,0.8162882837240091,-0.014378,0.9826253444871588,0.9955887395331636
wing_slope,48,6m,expanding,expanding,-2.168,-0.8196156178008757,0.793782366246013,-0.025331,0.8965071430543204,0.9955887395331636
wing_slope,48,12m,expanding,expanding,-5.459,-0.49692503812782624,0.6903790428702485,0.148872,0.7985107001872755,0.9955887395331636
wing_slope,60,1m,expanding,expanding,-0.946,-1.3055336415693004,0.904144400248208,-0.003278,0.9992938016691973,0.9955887395331636
wing_slope,60,3m,expanding,expanding,-0.26,-0.032252071987699006,0.5128644848431936,-0.01564,0.9826253444871588,0.9955887395331636
wing_slope,60,6m,expanding,expanding,-1.105,-0.28677230232855716,0.6128566639426566,-0.026589,0.8449110364940271,0.9955887395331636
wing_slope,60,12m,expanding,expanding,-1.108,0.3197592670080728,0.3745754139429963,0.146809,0.6538043588823211,0.9955887395331636
wing_slope,72,1m,expanding,expanding,-0.985,-1.2091331247879264,0.886694147506576,-0.003197,0.9992938016691973,0.9955887395331636
wing_slope,72,3m,expanding,expanding,-0.188,0.0633553043324327,0.47474178884281104,-0.015335,0.9826253444871588,0.9955887395331636
wing_slope,72,6m,expanding,expanding,-1.142,-0.2426110731711082,0.5958466488403696,-0.02389,0.8449110364940271,0.9955887395331636
wing_slope,72,12m,expanding,expanding,-1.096,0.33465788636304145,0.368941586563456,0.148221,0.6538043588823211,0.9955887395331636
wing_slope,120,1m,expanding,expanding,-1.009,-1.0136219382348948,0.844618407319759,-0.003973,0.9992938016691973,0.9955887395331636
wing_slope,120,3m,expanding,expanding,-0.023,0.17548273930892463,0.430350166186337,-0.015135,0.9826253444871588,0.9955887395331636
wing_slope,120,6m,expanding,expanding,-0.781,-0.1439394605223306,0.5572258624321131,-0.016148,0.8449110364940271,0.9955887395331636
wing_slope,120,12m,expanding,expanding,-7.965,-1.0529951514262044,0.8538283928677276,0.13379,0.900742040827493,0.9955887395331636
